 
list-none-none,1,10,1,30,109847,3661
list-none-none,1,100,1,300,182019,606
list-none-none,1,1000,1,3000,5429569,1809
list-none-none,1,10000,1,30000,524185955,17472
list-none-none,1,20000,1,60000,2558209088,42636
list-none-none,2,10,1,60,127984,2133
list-none-none,4,1,1,12,176694,14724
list-none-none,4,10,1,120,199188,1659
list-none-none,12,1,1,36,371631,10323
list-i-none,2,1,1,6,127048,21174
list-i-none,2,2,1,12,79094,6591
list-i-none,2,4,1,24,159642,6651
list-i-none,2,8,1,48,127646,2659
list-i-none,2,16,1,96,201805,2102
list-i-none,4,1,1,12,191090,15924
list-i-none,4,2,1,24,166471,6936
list-i-none,4,4,1,48,196343,4090
list-i-none,8,1,1,24,279269,11636
list-i-none,8,4,1,96,259843,2706
list-i-none,12,2,1,72,364685,5065
list-i-none,12,4,1,144,1530914,10631
list-d-none,2,1,1,6,109971,18328
list-d-none,2,2,1,12,130433,10869
list-d-none,2,4,1,24,82232,3426
list-d-none,2,8,1,48,102489,2135
list-d-none,2,16,1,96,101670,1059
list-d-none,2,32,1,192,155348,809
list-d-none,4,1,1,12,140698,11724
list-d-none,4,2,1,24,184580,7690
list-d-none,8,2,1,48,287069,5980
list-d-none,12,1,1,36,361799,10049
list-d-none,12,8,1,288,458147,1590
list-il-none,2,1,1,6,122593,20432
list-il-none,2,2,1,12,157161,13096
list-il-none,2,4,1,24,86544,3606
list-il-none,2,8,1,48,116191,2420
list-il-none,2,32,1,192,511534,2664
list-il-none,4,1,1,12,192650,16054
list-il-none,4,2,1,24,177760,7406
list-il-none,4,16,1,192,371773,1936
list-il-none,8,1,1,24,234157,9756
list-il-none,8,2,1,48,271238,5650
list-il-none,8,4,1,96,297402,3097
list-il-none,12,1,1,36,327770,9104
list-dl-none,2,1,1,6,104293,17382
list-dl-none,2,2,1,12,112725,9393
list-dl-none,2,4,1,24,139321,5805
list-dl-none,2,8,1,48,149472,3114
list-dl-none,2,16,1,96,232944,2426
list-dl-none,2,32,1,192,552132,2875
list-dl-none,4,1,1,12,188617,15718
list-dl-none,4,2,1,24,168347,7014
list-dl-none,4,4,1,48,199820,4162
list-dl-none,4,16,1,192,370873,1931
list-dl-none,8,1,1,24,289406,12058
list-dl-none,8,2,1,48,269602,5616
list-dl-none,8,8,1,192,329303,1715
list-dl-none,12,1,1,36,398889,11080
list-dl-none,12,2,1,72,391265,5434
list-dl-none,12,4,1,144,352140,2445
list-i-m,12,32,1,1152,2472649,2146
list-d-m,12,32,1,1152,2561581,2223
list-il-m,12,32,1,1152,20230609,17561
list-dl-m,12,32,1,1152,12546326,10890
list-i-s,12,32,1,1152,3969370,3445
list-d-s,12,32,1,1152,4670599,4054
list-il-s,12,32,1,1152,22268358,19330
list-dl-s,12,32,1,1152,21099645,18315
list-none-none,1,1000,1,3000,5418537,1806
list-none-m,1,1000,1,3000,5490110,1830
list-none-m,2,1000,1,6000,25900559,4316
list-none-m,4,1000,1,12000,87533559,7294
list-none-m,8,1000,1,24000,365627019,15234
list-none-m,12,1000,1,36000,756622581,21017
list-none-m,16,1000,1,48000,1321348189,27528
list-none-m,24,1000,1,72000,3285707484,45634
list-none-s,1,1000,1,3000,5522689,1840
list-none-s,2,1000,1,6000,48188633,8031
list-none-s,4,1000,1,12000,146993237,12249
list-none-s,8,1000,1,24000,1461850306,60910
list-none-s,12,1000,1,36000,4493269122,124813
list-none-s,16,1000,1,48000,6533859979,136122
list-none-s,24,1000,1,72000,46016010512,639111
list-none-none,1,10,1,30,93045,3101
list-none-none,1,100,1,300,140017,466
list-none-none,1,1000,1,3000,3403012,1134
list-none-none,1,10000,1,30000,443953655,14798
list-none-none,1,20000,1,60000,2569731340,42828
list-none-none,2,1,1,6,127799,21299
list-none-none,2,10,1,60,124487,2074
list-none-none,4,1,1,12,139506,11625
list-none-none,4,10,1,120,440448,3670
list-none-none,8,1,1,24,1010975,42123
list-none-none,8,10,1,240,1065627,4440
list-none-none,8,100,1,2400,1093143,455
list-none-none,12,1,1,36,1478725,41075
list-none-none,12,10,1,360,1438437,3995
list-i-none,2,1,1,6,328687,54781
list-i-none,2,2,1,12,358963,29913
list-i-none,2,4,1,24,327748,13656
list-i-none,2,8,1,48,395022,8229
list-i-none,2,32,1,192,234198,1219
list-i-none,4,1,1,12,164465,13705
list-i-none,4,2,1,24,154294,6428
list-i-none,4,4,1,48,143745,2994
list-i-none,4,8,1,96,336160,3501
list-i-none,8,1,1,24,275846,11493
list-i-none,8,2,1,48,286434,5967
list-i-none,8,4,1,96,308663,3215
list-i-none,12,4,1,144,383210,2661
list-d-none,2,1,1,6,96505,16084
list-d-none,2,2,1,12,109691,9140
list-d-none,2,8,1,48,297555,6199
list-d-none,2,32,1,192,131374,684
list-d-none,4,1,1,12,142035,11836
list-d-none,4,2,1,24,125455,5227
list-d-none,4,4,1,48,147665,3076
list-d-none,4,32,1,384,410587,1069
list-d-none,8,1,1,24,787497,32812
list-d-none,8,2,1,48,1168544,24344
list-d-none,8,4,1,96,290260,3023
list-d-none,8,8,1,192,442224,2303
list-d-none,8,16,1,384,411668,1072
list-d-none,12,1,1,36,391582,10877
list-d-none,12,2,1,72,420344,5838
list-d-none,12,4,1,144,1029817,7151
list-d-none,12,8,1,288,420243,1459
